Img_Name,Author
01 - Eerie Tree,Ian Reece
02 - Lighting the Tandor,Mike Purnell
03 - Chaos in Times Square,John Horton
04 - A Quiet Alleyway,Joan Banks
05 - Plaza 2,Val Sturman
06 - Never Forgotten,Russ Powney
07 - Round and Round,Garry Jones
08 - Christmas in Broseley,Joan Banks
09 - Lamplight,Ian Reece
10 - We Will Remember,Mike Purnell
11 - Shanghai,Garry Jones
12 - Gas Street Birmingham,John Horton
